ID,Nacimiento,Estado_Civil,Nivel_Educacion,Pais,Ingreso_anual_hogar,Hijos_menores,Hijos_adolescentes,Dias_antiguedad,Monto_Bebidas_Alcoholicas,Monto_Frutas_Verduras,Monto_Carnes,Monto_Pescaderia,Monto_Dulces,Monto_Productos_Premium
6439,1958,Casado_a,Graduado,Arabia_Saudita,"61074,0000",0,1,3300,789,0,133,0,28,152
10591,1969,Viudo_a,Graduado,Spain,"43638,0000",0,1,3370,63,10,83,7,19,19
9797,1956,Casado_a,Graduado,Spain,"58116,0000",0,1,2696,228,19,130,4,11,51
9336,1969,Viudo_a,Doctorado,Spain,"62187,0000",0,1,2718,512,0,83,0,0,41
2174,1954,Soltero_a,Graduado,USA,"46344,0000",1,1,2584,11,1,6,2,1,6
3197,1980,Casado_a,Graduado,Spain,"77353,0000",0,1,2814,275,59,107,69,101,59
9185,1966,Soltero_a,Doctorado,Spain,"69759,0000",0,0,2863,452,20,514,13,30,0
905,1986,Divorciado_a,Graduado,Arabia_Saudita,"21846,0000",1,0,2869,7,17,18,6,10,26
10858,1975,Convivencia,Graduado,Spain,"76532,0000",1,1,2912,355,30,177,90,138,30
8925,1965,Casado_a,Master,Spain,"70053,0000",0,1,3098,512,53,98,81,179,89
2499,1958,Soltero_a,Graduado,Spain,"75342,0000",0,1,3008,204,97,97,21,118,26
1109,1982,Convivencia,Master,Spain,"27590,0000",1,0,3051,6,0,5,0,0,1
326,1973,Casado_a,Graduado,India,"51148,0000",1,1,3115,235,6,45,8,9,12
10967,1963,Divorciado_a,Graduado,Arabia_Saudita,"33378,0000",1,1,3011,33,6,40,3,7,10
5370,1973,Casado_a,Doctorado,Spain,"32644,0000",1,0,3148,239,3,141,0,7,23
2098,1969,Casado_a,Doctorado,Spain,"33581,0000",2,0,2951,11,0,5,0,0,1
1773,1978,Casado_a,Graduado,Arabia_Saudita,"12393,0000",0,0,3427,5,6,15,11,7,13
5036,1984,Soltero_a,Doctorado,Spain,"42710,0000",1,0,3197,252,3,42,4,3,102
4856,1957,Casado_a,Graduado,India,"82347,0000",0,0,3367,556,54,845,202,133,63
8722,1957,Casado_a,Graduado,Canada,"82347,0000",0,0,3367,556,54,845,202,133,63
2156,1955,Casado_a,Doctorado,Spain,"22554,0000",1,1,3459,27,0,10,0,0,4
2569,1987,Casado_a,Graduado,USA,"17323,0000",0,0,3246,3,14,17,6,1,5
10151,1960,Divorciado_a,Graduado,Spain,"62204,0000",0,2,3186,317,46,247,151,46,139
10473,1956,Viudo_a,Doctorado,Spain,"78028,0000",0,1,3247,158,19,288,25,0,38
7079,1962,Divorciado_a,Graduado,Arabia_Saudita,"63887,0000",0,1,3308,897,23,207,15,11,92
6875,1965,Convivencia,Doctorado,Canada,"32727,0000",0,0,3289,167,13,180,86,13,70
6728,1985,Convivencia,Graduado,Spain,"29103,0000",1,0,3290,16,0,17,6,3,6
2471,1965,Casado_a,Graduado,Arabia_Saudita,"61482,0000",0,0,2621,48,58,68,16,66,43
49,1970,Soltero_a,Graduado,Canada,"20587,0000",1,0,2490,2,3,6,4,1,9
4973,1970,Soltero_a,Graduado,Canada,"20587,0000",1,0,2490,2,3,6,4,1,9
6387,1976,Convivencia,Doctorado,Arabia_Saudita,"52190,0000",1,1,2582,42,0,17,0,0,18
5866,1974,Convivencia,Graduado,Spain,"48186,0000",1,0,2720,97,3,66,12,7,34
8523,1968,Casado_a,Graduado,Canada,"19329,0000",1,0,2816,24,1,16,12,2,5
7901,1971,Casado_a,Master,Australia,"34109,0000",0,1,3002,9,1,5,2,1,4
898,1986,Casado_a,Graduado,Spain,"23477,0000",1,0,2870,38,15,54,3,8,29
10242,1966,Convivencia,Doctorado,Spain,"47472,0000",1,1,2905,56,0,11,0,0,8
5835,1976,Divorciado_a,Doctorado,Spain,"14849,0000",1,0,3126,21,2,28,3,2,9
6919,1978,Casado_a,Graduado,Spain,"26224,0000",1,0,3068,4,7,15,13,9,15
6197,1962,Soltero_a,Doctorado,Spain,"27238,0000",1,1,3054,37,0,17,0,0,3
10475,1970,Convivencia,Master,USA,"52247,2514",0,1,3160,187,5,65,26,20,14
4201,1962,Soltero_a,Graduado,India,"57967,0000",0,1,3102,229,7,137,4,0,91
5092,1949,Viudo_a,Doctorado,Spain,"51569,0000",0,1,2828,380,0,47,6,0,34
6566,1954,Casado_a,Doctorado,Australia,"72550,0000",1,1,3306,826,50,317,50,38,38
6613,1970,Casado_a,Master,Australia,"44511,0000",1,0,3185,513,7,133,46,14,14
9094,1955,Casado_a,Graduado,Spain,"62972,0000",0,1,3462,313,15,47,20,0,192
9847,1955,Casado_a,Graduado,Spain,"62972,0000",0,1,3462,313,15,47,20,0,192
10767,1989,Convivencia,Doctorado,USA,"77845,0000",0,0,2663,760,40,480,0,40,26
7943,1975,Casado_a,Doctorado,Arabia_Saudita,"36663,0000",1,0,2684,18,0,6,3,3,5
1055,1976,Casado_a,Master,Alemania,"53204,0000",1,1,2720,29,0,8,2,0,6
1458,1982,Casado_a,Master,Spain,"21059,0000",1,0,2617,8,3,19,3,3,8
8402,1953,Casado_a,Master,Australia,"67087,0000",0,1,2813,329,35,222,130,35,43
6246,1953,Soltero_a,Graduado,Canada,"73892,0000",0,0,2847,703,102,601,0,58,43
4654,1992,Convivencia,Graduado,Arabia_Saudita,"75114,0000",0,0,2972,571,12,523,63,60,24
6103,1948,Casado_a,Graduado,Australia,"42192,0000",0,0,3004,40,15,15,17,6,7
8147,1960,Casado_a,Graduado,Spain,"31454,0000",1,1,3006,28,0,11,0,0,9
10207,1978,Convivencia,Graduado,Arabia_Saudita,"22775,0000",1,0,2994,5,1,8,0,0,1
4838,1978,Convivencia,Graduado,India,"22775,0000",1,0,2994,5,1,8,0,0,1
10219,1972,Convivencia,Graduado,Canada,"31590,0000",1,0,2995,6,2,15,6,6,3
2176,1972,Casado_a,Graduado,Arabia_Saudita,"80134,0000",1,0,3024,1218,16,272,104,0,80
9121,1972,Casado_a,Graduado,Australia,"80134,0000",1,0,3024,1218,16,272,104,0,80
5802,1972,Casado_a,Secundario,Alemania,"14188,0000",0,0,3105,2,7,11,16,12,27
10790,1985,Casado_a,Doctorado,Spain,"18169,0000",1,0,3114,9,0,5,0,0,7
178,1956,Casado_a,Graduado,Spain,"62503,0000",0,1,3115,478,0,193,110,75,117
2308,1954,Casado_a,Graduado,Spain,"46734,0000",0,1,3207,110,5,137,26,23,29
7431,1991,Soltero_a,Doctorado,Canada,"68126,0000",0,0,3245,1332,17,311,23,51,86
9405,1954,Casado_a,Doctorado,Arabia_Saudita,"52869,0000",1,1,3241,84,3,61,2,1,21
10525,1986,Soltero_a,Graduado,Spain,"26576,0000",1,0,3243,10,0,8,0,0,9
7503,1976,Soltero_a,Graduado,Alemania,"75825,0000",0,0,3185,1032,105,779,137,105,51
8783,1950,Casado_a,Graduado,Australia,"57045,0000",0,1,3308,296,13,104,11,13,17
1403,1975,Convivencia,Graduado,Spain,"34984,0000",1,1,3369,8,4,15,3,5,3
4643,1973,Casado_a,Graduado,Australia,"27803,0000",1,0,3291,8,26,46,38,9,49
3463,1975,Casado_a,Doctorado,India,"69283,0000",0,1,2634,674,62,134,0,26,8
4055,1992,Soltero_a,Secundario,Spain,"18746,0000",1,0,2650,2,10,11,12,9,20
7010,1965,Casado_a,Graduado,Spain,"70924,0000",0,0,2614,635,114,254,132,152,76
4767,1965,Casado_a,Graduado,Spain,"70924,0000",0,0,2614,635,114,254,132,152,76
1927,1973,Convivencia,Graduado,Alemania,"69401,0000",0,1,2717,399,27,159,58,8,39
437,1976,Divorciado_a,Master,Australia,"75012,0000",0,0,2774,294,142,218,164,58,151
4331,1978,Convivencia,Master,Spain,"85738,0000",0,0,2776,913,26,376,17,26,13
4084,1975,Convivencia,Graduado,Canada,"60934,0000",0,1,2782,224,155,155,192,93,54
8135,1986,Casado_a,Master,Arabia_Saudita,"27161,0000",1,0,2863,7,4,23,7,0,11
9750,1961,Divorciado_a,Doctorado,Spain,"64325,0000",0,1,2981,731,60,353,78,12,73
6682,1973,Casado_a,Secundario,Spain,"18978,0000",1,0,3213,2,8,1,4,7,15
10581,1977,Casado_a,Graduado,Spain,"41124,0000",1,0,3225,281,7,84,15,0,119
3710,1984,Soltero_a,Doctorado,Spain,"39684,0000",1,0,3185,19,0,35,6,4,17
5207,1963,Casado_a,Doctorado,Spain,"53378,0000",1,1,3262,489,6,152,8,6,132
9360,1982,Casado_a,Graduado,USA,"37040,0000",0,0,3309,86,2,73,69,38,48
4679,1977,Casado_a,Master,Spain,"78710,0000",0,1,2656,721,0,152,119,50,50
1340,1986,Casado_a,Graduado,Spain,"92910,0000",0,0,2685,551,137,792,179,103,33
10839,1976,Convivencia,Graduado,Canada,"36283,0000",1,1,2695,6,5,5,8,0,5
5303,1974,Convivencia,Doctorado,Arabia_Saudita,"79632,0000",0,0,2583,471,0,510,99,21,12
9829,1978,Convivencia,Graduado,Spain,"28587,0000",1,0,2463,22,4,17,12,10,13
10469,1981,Convivencia,Graduado,India,"88325,0000",0,0,2677,519,71,860,93,27,53
3602,1958,Casado_a,Master,Spain,"51412,0000",0,1,2799,140,3,29,4,5,14
4756,1952,Divorciado_a,Graduado,Spain,"63998,0000",0,0,2810,176,29,818,0,33,112
8181,1978,Soltero_a,Graduado,Spain,"38593,0000",1,0,2908,51,12,49,17,24,24
6958,1977,Casado_a,Master,Australia,"27889,0000",1,0,3037,14,0,4,0,0,8
10856,1980,Soltero_a,Graduado,Canada,"45889,0000",0,1,3126,31,0,6,0,1,8
3321,1967,Convivencia,Doctorado,Canada,"56575,0000",0,2,3039,421,5,90,0,16,10
5394,1979,Soltero_a,Secundario,Spain,"16014,0000",1,1,3088,3,9,4,7,8,7
433,1958,Soltero_a,Master,Canada,"61331,0000",1,1,2888,534,5,47,0,5,41
6320,1976,Soltero_a,Master,Spain,"70893,0000",0,0,3011,768,44,561,77,44,14
5376,1979,Casado_a,Graduado,USA,"2447,0000",1,0,3012,1,1,1725,1,1,1
1867,1957,Soltero_a,Graduado,Spain,"64849,0000",0,0,3212,652,48,350,94,84,108
4324,1989,Casado_a,Graduado,Spain,"42387,0000",1,0,3227,235,0,235,19,4,191
3661,1995,Soltero_a,Graduado,India,"80617,0000",0,0,3185,594,51,631,72,55,32
521,1985,Convivencia,Graduado,Spain,"54006,0000",1,0,3268,174,77,203,6,24,97
10403,1978,Convivencia,Graduado,Canada,"16531,0000",1,0,2630,2,13,6,7,5,11
7186,1966,Convivencia,Doctorado,India,"30843,0000",1,1,2653,24,0,2,0,0,9
4329,1984,Casado_a,Doctorado,Australia,"18988,0000",1,0,2656,6,0,6,2,1,1
4394,1965,Casado_a,Doctorado,Spain,"81051,0000",0,0,2656,1142,29,249,38,29,14
1717,1988,Soltero_a,Graduado,Arabia_Saudita,"39747,0000",1,0,2696,80,15,93,20,13,52
1016,1959,Soltero_a,Doctorado,Canada,"34554,0000",0,1,2710,41,1,6,2,0,5
3783,1959,Casado_a,Doctorado,Arabia_Saudita,"52854,0000",1,1,2716,105,0,10,0,1,0
5848,1970,Convivencia,Graduado,India,"81205,0000",0,0,2786,724,74,929,97,55,130
10727,1970,Casado_a,Doctorado,Spain,"69084,0000",1,0,2841,1181,107,199,39,30,30
5299,1970,Casado_a,Doctorado,Spain,"69084,0000",1,0,2841,1181,107,199,39,30,30
6872,1974,Casado_a,Doctorado,Arabia_Saudita,"65352,0000",0,1,2931,284,3,84,4,7,23
1143,1972,Casado_a,Graduado,Canada,"22063,0000",1,0,2944,7,10,13,3,11,11
10381,1979,Soltero_a,Graduado,Spain,"47691,0000",0,1,3037,14,0,3,0,0,4
11007,1968,Casado_a,Doctorado,Spain,"29187,0000",1,0,2916,26,0,6,0,0,2
9145,1972,Soltero_a,Graduado,Canada,"72504,0000",0,1,3009,604,26,470,123,161,94
5267,1970,Divorciado_a,Graduado,Spain,"33986,0000",1,0,3091,16,2,18,2,1,5
9738,1986,Convivencia,Master,Arabia_Saudita,"42386,0000",1,0,3151,65,4,16,0,4,11
10212,1986,Convivencia,Master,India,"42386,0000",1,0,3151,65,4,16,0,4,11
10010,1953,Divorciado_a,Doctorado,Australia,"36957,0000",1,1,3369,100,2,16,2,1,31
10069,1988,Convivencia,Secundario,Arabia_Saudita,"13724,0000",1,0,3286,2,7,5,2,15,27
2694,1967,Casado_a,Graduado,Spain,"42664,0000",0,1,2722,21,0,3,0,0,0
10613,1958,Convivencia,Doctorado,Spain,"37334,0000",1,1,2742,26,1,16,2,2,15
4646,1951,Casado_a,Graduado,Canada,"78497,0000",0,0,3152,207,26,447,75,0,223
6935,1951,Casado_a,Graduado,India,"78497,0000",0,0,3152,207,26,447,75,0,223
5596,1956,Convivencia,Graduado,Arabia_Saudita,"58821,0000",0,1,2820,513,14,154,19,0,28
1044,1953,Convivencia,Graduado,Australia,"58398,0000",0,0,3030,299,5,201,21,21,49
9274,1961,Casado_a,Master,Arabia_Saudita,"80950,0000",0,0,3077,525,147,112,219,147,63
9076,1980,Casado_a,Doctorado,Arabia_Saudita,"30732,0000",1,0,3043,155,1,25,0,1,3
4947,1966,Soltero_a,Graduado,Spain,"89572,0000",0,0,3271,606,24,974,197,194,64
10176,1968,Soltero_a,Graduado,Spain,"57107,0000",0,1,3293,159,0,120,0,0,137
3507,1970,Soltero_a,Graduado,USA,"76467,0000",1,0,3300,676,161,426,210,44,58
9235,1957,Soltero_a,Graduado,Alemania,"52247,2514",1,1,2652,7,0,8,2,0,1
10341,1948,Convivencia,Graduado,Australia,"51315,0000",0,0,2745,68,28,39,16,30,41
2639,1966,Soltero_a,Graduado,Arabia_Saudita,"43602,0000",1,1,2525,19,5,12,10,3,19
6201,1978,Soltero_a,Graduado,Spain,"38643,0000",1,1,2831,22,2,14,0,1,10
7397,1951,Soltero_a,Graduado,Spain,"49090,0000",0,1,2964,494,5,82,7,0,100
2181,1970,Casado_a,Graduado,Spain,"70617,0000",0,0,2990,353,61,753,40,46,27
1204,1970,Casado_a,Doctorado,Arabia_Saudita,"67536,0000",0,1,3022,1253,0,447,23,71,35
1170,1975,Casado_a,Graduado,Spain,"27573,0000",1,0,3080,50,15,110,39,15,15
8812,1979,Divorciado_a,Graduado,Spain,"13533,0000",1,0,2888,12,3,8,8,0,17
4690,1953,Casado_a,Graduado,Canada,"50725,0000",0,1,3120,443,10,75,0,10,48
1715,1978,Convivencia,Graduado,Australia,"25851,0000",1,0,2858,9,4,18,7,5,5
10821,1978,Casado_a,Graduado,Spain,"57113,0000",1,1,3011,182,4,33,0,2,42
6543,1945,Convivencia,Master,Canada,"62847,0000",0,0,3149,521,168,706,80,76,61
7119,1982,Soltero_a,Graduado,Arabia_Saudita,"68627,0000",0,0,2829,395,15,263,60,54,38
3518,1983,Casado_a,Graduado,India,"25271,0000",1,0,3397,10,1,18,10,4,7
1245,1966,Soltero_a,Graduado,Spain,"63810,0000",0,1,3214,977,12,253,16,12,101
2561,1966,Soltero_a,Graduado,Alemania,"63810,0000",0,1,3214,977,12,253,16,12,101
9624,1958,Convivencia,Doctorado,Spain,"65488,0000",0,0,2635,603,45,207,36,18,54
10509,1955,Soltero_a,Master,USA,"36927,0000",1,1,2762,51,0,16,0,0,4
7629,1977,Casado_a,Graduado,Spain,"22108,0000",1,1,2582,5,3,9,6,2,6
7875,1949,Casado_a,Graduado,Australia,"72025,0000",0,0,2680,967,0,617,43,50,0
2815,1975,Casado_a,Graduado,Spain,"33183,0000",1,0,2744,7,5,39,17,15,37
2936,1982,Convivencia,Master,Arabia_Saudita,"23661,0000",1,0,3062,18,0,4,0,0,1
3665,1977,Convivencia,Graduado,Spain,"25315,0000",1,0,2972,1,9,8,11,3,22
10888,1961,Soltero_a,Graduado,USA,"45938,0000",0,0,3094,273,11,178,62,83,29
6637,1988,Soltero_a,Graduado,India,"66951,0000",0,0,3122,277,162,305,173,76,124
5077,1979,Convivencia,Graduado,Canada,"77298,0000",0,1,3122,425,115,292,23,35,79
6173,1979,Convivencia,Graduado,Spain,"77298,0000",0,1,3122,425,115,292,23,35,79
3969,1974,Convivencia,Master,Alemania,"43018,0000",0,1,3153,35,4,17,7,6,64
4580,1969,Casado_a,Graduado,Arabia_Saudita,"75759,0000",0,0,2866,1394,22,708,89,91,182
663,1989,Soltero_a,Doctorado,Spain,"33996,0000",0,0,2851,40,2,15,8,0,6
8299,1989,Soltero_a,Doctorado,Arabia_Saudita,"33996,0000",0,0,2851,40,2,15,8,0,6
8945,1970,Divorciado_a,Graduado,Arabia_Saudita,"54137,0000",0,1,2936,171,0,11,0,1,20
10870,1967,Casado_a,Graduado,Arabia_Saudita,"61223,0000",0,1,3000,709,43,182,42,118,247
1184,1968,Divorciado_a,Doctorado,Arabia_Saudita,"69674,0000",0,2,3022,554,41,215,11,0,24
6141,1972,Soltero_a,Master,Canada,"49494,0000",1,0,3049,191,9,97,0,6,82
8825,1962,Convivencia,Graduado,Arabia_Saudita,"51195,0000",1,1,3160,230,14,156,82,24,58
2217,1975,Casado_a,Graduado,India,"37284,0000",1,1,3076,11,1,2,2,1,6
4102,1975,Casado_a,Graduado,Spain,"37284,0000",1,1,3076,11,1,2,2,1,6
4653,1978,Convivencia,Graduado,Arabia_Saudita,"42011,0000",1,0,3079,131,0,16,2,1,39
10092,1954,Divorciado_a,Graduado,Spain,"70044,0000",0,1,3115,1073,0,250,153,14,14
5788,1972,Convivencia,Graduado,Alemania,"46053,0000",1,0,3116,56,10,92,19,7,25
4669,1981,Casado_a,Secundario,Arabia_Saudita,"24480,0000",1,0,2858,4,19,9,28,25,17
6295,1977,Casado_a,Graduado,Spain,"54233,0000",0,1,3072,652,8,158,21,0,142
7453,1954,Soltero_a,Graduado,Spain,"36130,0000",0,1,3131,157,43,127,68,56,37
10841,1975,Convivencia,Doctorado,Spain,"56559,0000",0,1,3170,226,22,133,41,31,31
821,1992,Soltero_a,Master,Canada,"92859,0000",0,0,3237,962,61,921,52,61,20
3933,1980,Convivencia,Graduado,Arabia_Saudita,"44010,0000",1,0,3243,186,36,234,86,72,48
1225,1963,Casado_a,Graduado,Arabia_Saudita,"80124,0000",0,0,2622,483,84,398,205,84,241
7059,1963,Casado_a,Graduado,Spain,"80124,0000",0,0,2622,483,84,398,205,84,241
5633,1980,Casado_a,Graduado,Arabia_Saudita,"50183,0000",1,1,2623,97,12,84,13,10,15
843,1971,Casado_a,Graduado,Spain,"64722,0000",1,0,2653,303,0,280,60,147,15
6211,1976,Convivencia,Doctorado,Spain,"37395,0000",1,0,2763,18,0,9,0,1,11
7007,1968,Casado_a,Master,Spain,"29543,0000",2,0,2795,17,3,18,3,4,18
9671,1968,Casado_a,Graduado,Spain,"19514,0000",1,1,2773,14,3,21,2,1,28
8975,1968,Casado_a,Graduado,Spain,"19514,0000",1,1,2773,14,3,21,2,1,28
6616,1975,Convivencia,Graduado,Spain,"59481,0000",0,1,2868,178,3,85,71,66,58
6248,1947,Soltero_a,Master,Spain,"91712,0000",0,0,2874,1276,24,746,94,29,48
7428,1975,Convivencia,Graduado,Australia,"80144,0000",0,0,2891,240,132,445,250,192,108
3075,1972,Casado_a,Doctorado,Spain,"59973,0000",0,0,2851,130,30,168,20,34,0
2937,1974,Soltero_a,Doctorado,Canada,"68352,0000",0,1,2924,614,16,132,43,33,33
203,1975,Soltero_a,Master,Spain,"81169,0000",0,0,3060,1288,20,613,80,61,27
2021,1975,Casado_a,Graduado,Spain,"61456,0000",0,1,3078,563,76,384,84,192,89
880,1966,Convivencia,Secundario,Spain,"22634,0000",0,0,3148,2,23,11,8,6,46
524,1966,Convivencia,Secundario,Australia,"22634,0000",0,0,3148,2,23,11,8,6,46
10837,1975,Casado_a,Graduado,Canada,"23957,0000",1,0,3228,2,1,18,20,11,16
7011,1973,Casado_a,Graduado,Arabia_Saudita,"33471,0000",1,0,3185,43,2,27,0,9,12
4184,1950,Convivencia,Doctorado,Spain,"52157,0000",0,1,2612,189,2,29,3,2,40
7679,1985,Soltero_a,Doctorado,Spain,"30298,0000",0,0,2660,6,3,12,6,1,0
7485,1950,Viudo_a,Doctorado,Arabia_Saudita,"56551,0000",1,1,2613,67,4,32,17,2,16
7530,1950,Viudo_a,Doctorado,Spain,"56551,0000",1,1,2613,67,4,32,17,2,16
4369,1957,Soltero_a,Master,Canada,"65487,0000",0,0,2525,240,67,500,199,0,163
10652,1957,Convivencia,Master,Canada,"65487,0000",0,0,2525,240,67,500,199,0,163
286,1952,Soltero_a,Graduado,Spain,"44213,0000",1,1,2831,95,11,35,0,4,7
5922,1974,Casado_a,Doctorado,Spain,"40344,0000",0,1,2878,210,0,6,0,0,2
7250,1978,Convivencia,Graduado,Canada,"57867,0000",1,0,3154,344,35,178,15,23,17
2478,1973,Casado_a,Graduado,Spain,"25410,0000",1,0,2921,2,2,4,13,13,4
1160,1970,Casado_a,Graduado,Spain,"13260,0000",1,1,2929,9,4,17,10,2,7
9214,1991,Casado_a,Graduado,Spain,"42691,0000",0,0,2936,179,2,64,38,17,58
273,1970,Casado_a,Master,Alemania,"36138,0000",1,1,2967,130,0,16,0,0,5
851,1972,Casado_a,Master,Canada,"57136,0000",1,1,2914,306,5,109,21,109,92
9729,1955,Viudo_a,Graduado,Alemania,"58275,0000",1,1,3127,189,10,253,56,43,64
9665,1957,Divorciado_a,Doctorado,Arabia_Saudita,"54237,0000",0,1,3047,267,3,30,4,0,57
2620,1974,Casado_a,Doctorado,Arabia_Saudita,"34596,0000",1,0,3061,14,0,2,0,0,7
8254,1974,Casado_a,Doctorado,Alemania,"34596,0000",1,0,3061,14,0,2,0,0,7
3852,1961,Convivencia,Master,India,"74881,0000",1,1,2949,505,72,270,36,27,54
1000,1961,Convivencia,Master,Spain,"74881,0000",1,1,2949,505,72,270,36,27,54
3099,1970,Divorciado_a,Graduado,Spain,"44267,0000",1,1,3108,183,5,65,3,5,49
6318,1988,Casado_a,Graduado,Canada,"68487,0000",0,0,3151,758,12,385,33,89,89
5396,1988,Casado_a,Graduado,Australia,"68487,0000",0,0,3151,758,12,385,33,89,89
7966,1959,Soltero_a,Graduado,Spain,"80982,0000",1,1,2951,505,137,401,104,22,22
454,1980,Convivencia,Graduado,Arabia_Saudita,"69508,0000",1,0,3211,824,32,162,42,32,43
309,1961,Convivencia,Doctorado,Arabia_Saudita,"63342,0000",0,1,3240,918,21,118,13,10,21
3571,1961,Convivencia,Doctorado,Spain,"63342,0000",0,1,3240,918,21,118,13,10,21
8395,1961,Soltero_a,Graduado,Arabia_Saudita,"82014,0000",0,0,3297,980,37,265,35,163,31
2591,1959,Viudo_a,Graduado,USA,"76320,0000",0,1,2626,526,35,214,69,53,35
1640,1954,Divorciado_a,Graduado,Spain,"64587,0000",1,1,2626,66,0,16,0,6,20
810,1975,Casado_a,Graduado,Spain,"74190,0000",0,1,2460,151,81,86,168,91,64
9423,1979,Casado_a,Master,Spain,"32765,0000",1,0,2745,13,3,17,7,3,3
4345,1964,Soltero_a,Graduado,Australia,"52247,2514",1,1,2464,5,1,9,2,0,4
89,1975,Casado_a,Graduado,Arabia_Saudita,"22212,0000",1,0,2909,5,9,20,6,8,21
5294,1989,Soltero_a,Graduado,Spain,"18358,0000",1,0,2840,6,8,19,16,4,4
1321,1974,Casado_a,Graduado,Canada,"26067,0000",1,0,3063,22,2,18,0,2,12
2686,1969,Convivencia,Secundario,Australia,"22390,0000",0,0,2870,0,1,4,15,1,5
1215,1978,Convivencia,Graduado,Spain,"70440,0000",0,0,2942,690,117,499,76,102,88
9283,1978,Soltero_a,Graduado,Canada,"60199,0000",1,2,2821,8,1,7,2,0,0
3120,1981,Convivencia,Graduado,Canada,"38547,0000",1,0,2924,6,1,10,0,1,4
5868,1980,Casado_a,Graduado,Canada,"19107,0000",1,0,2930,2,4,9,10,5,16
8143,1985,Soltero_a,Doctorado,Spain,"37929,0000",0,0,2953,202,2,46,3,2,10
3479,1950,Soltero_a,Graduado,Canada,"16813,0000",0,0,2964,4,8,11,12,2,13
7214,1957,Casado_a,Graduado,Spain,"62187,0000",0,0,3037,792,0,275,45,45,126
5543,1966,Convivencia,Graduado,Spain,"57811,0000",0,1,2989,545,7,114,37,21,78
9347,1956,Convivencia,Master,Spain,"50943,0000",0,1,2992,31,0,7,2,0,6
10160,1956,Convivencia,Master,Spain,"50943,0000",0,1,2992,31,0,7,2,0,6
1406,1975,Soltero_a,Graduado,Spain,"53201,0000",1,1,2828,280,7,81,20,0,27
7019,1963,Convivencia,Graduado,Arabia_Saudita,"54414,0000",1,1,3141,109,18,16,24,26,18
2157,1972,Convivencia,Graduado,Canada,"26290,0000",1,1,2829,15,8,16,11,5,22
8939,1959,Divorciado_a,Graduado,Spain,"61250,0000",0,1,3179,382,138,65,60,26,59
10250,1947,Convivencia,Secundario,Spain,"28389,0000",0,0,3205,1,5,3,7,4,8
1272,1965,Soltero_a,Master,Australia,"55250,0000",0,1,3235,664,58,83,32,0,66
3007,1966,Convivencia,Graduado,India,"37758,0000",1,1,3429,27,2,10,0,0,1
5513,1966,Convivencia,Graduado,Spain,"37758,0000",1,1,3429,27,2,10,0,0,1
679,1957,Casado_a,Doctorado,Spain,"37633,0000",1,1,3266,13,4,20,0,0,1
8876,1963,Convivencia,Doctorado,Spain,"33629,0000",1,1,3309,132,0,16,0,0,4
10827,1967,Casado_a,Doctorado,Australia,"36947,0000",1,1,3340,88,3,21,4,1,29
7300,1952,Divorciado_a,Graduado,India,"69142,0000",0,1,2619,448,4,34,6,4,39
4268,1959,Casado_a,Graduado,USA,"53154,0000",0,1,2550,129,0,21,0,1,7
4603,1960,Casado_a,Doctorado,Spain,"65695,0000",0,1,2768,371,32,189,0,58,6
8659,1952,Convivencia,Doctorado,Alemania,"69805,0000",0,1,2778,750,71,174,13,10,20
10708,1978,Soltero_a,Graduado,Spain,"36975,0000",1,0,2802,10,6,11,0,4,2
1176,1973,Casado_a,Graduado,Spain,"26228,0000",1,0,2899,2,6,4,3,1,9
10380,1972,Casado_a,Master,India,"37787,0000",1,0,2901,40,1,40,4,3,18
7037,1974,Casado_a,Doctorado,Arabia_Saudita,"37087,0000",1,0,2852,194,55,134,15,0,3
11096,1952,Convivencia,Graduado,Spain,"57247,0000",0,1,2944,99,4,32,37,54,6
6374,1954,Casado_a,Doctorado,Spain,"36930,0000",0,1,3027,223,2,31,0,2,39
5552,1963,Divorciado_a,Master,Arabia_Saudita,"48721,0000",1,1,3031,81,18,113,47,13,21
2245,1969,Casado_a,Master,Spain,"43641,0000",1,1,3052,57,2,51,4,2,23
6200,1951,Casado_a,Graduado,Spain,"75903,0000",0,1,2948,340,108,185,130,38,100
9904,1956,Casado_a,Graduado,Canada,"71391,0000",0,1,3076,336,123,274,46,123,141
10031,1976,Casado_a,Doctorado,Arabia_Saudita,"16927,0000",1,1,2889,20,2,23,3,1,4
6642,1961,Divorciado_a,Graduado,Arabia_Saudita,"27215,0000",2,1,3141,30,5,22,8,9,28
10882,1976,Casado_a,Graduado,Spain,"53858,0000",0,1,3275,407,53,221,58,150,26
5636,1963,Soltero_a,Graduado,India,"30983,0000",0,0,3275,51,4,50,12,1,49
8692,1952,Convivencia,Graduado,Spain,"43462,0000",1,1,3186,90,17,97,15,6,15
8091,1956,Casado_a,Graduado,India,"63943,0000",0,1,3490,423,184,368,13,97,21
8080,1986,Soltero_a,Graduado,India,"26816,0000",0,0,3300,5,1,6,3,4,3
8370,1976,Convivencia,Graduado,Canada,"75484,0000",0,1,3491,378,97,259,197,194,34
4550,1966,Convivencia,Master,Spain,"33564,0000",0,1,2624,61,0,3,0,0,7
3381,1953,Casado_a,Master,Canada,"54348,0000",1,1,2581,70,0,16,0,0,4
10556,1959,Casado_a,Graduado,Spain,"54984,0000",0,1,2655,173,13,131,32,3,6
